Q;pipeline;cpu_cost;io_cost;mem_cost;dop_pl;power;time;energy;governor;frequency;db_name;dop_q;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1674018.0;1856.0;2.0;37.865;13.350027;505.498772355;userspace;800000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10095678.0;4752.0;0.0;29.8585;0.426242;12.726946757;userspace;3400000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13469025.0;5776.0;4.0;62.71755813953489;42.087738;2639.640154976512;userspace;3400000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1675886.0;2048.0;4.0;68.3794;4.177601;285.6618498194;userspace;3400000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10095082.0;5392.0;0.0;40.754;0.459008;18.706412032;userspace;3000000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13468269.0;6576.0;4.0;56.273170212765955;46.573232;2620.823411694638;userspace;3000000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1675570.0;2368.0;4.0;60.4668;4.332029;261.9439311372;userspace;3000000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10094670.0;6032.0;0.0;28.2695;0.523839;14.808666610500001;userspace;2700000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13467697.0;7376.0;4.0;51.48996078431372;49.599358;2553.868998347137;userspace;2700000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1675250.0;2688.0;4.0;57.599000000000004;4.442837;255.902968363;userspace;2700000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10093386.0;6672.0;0.0;37.80533333333334;0.582339;22.015520008000003;userspace;2300000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13466253.0;8176.0;4.0;47.879017857142856;55.077124;2637.0386035160714;userspace;2300000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1674778.0;3008.0;4.0;53.1442;4.793894;254.76766151479998;userspace;2300000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10096242.0;7312.0;0.0;35.1155;0.720899;25.314728834499995;userspace;1900000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13468949.0;8976.0;4.0;44.62445161290323;60.656402;2706.7586760618065;userspace;1900000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1676142.0;3328.0;4.0;48.738;5.450282;265.635844116;userspace;1900000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10090886.0;7952.0;0.0;35.833666666666666;0.890312;31.903143437333334;userspace;1500000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13463433.0;9776.0;4.0;42.34085507246377;68.163077;2886.0829645501885;userspace;1500000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1673566.0;3648.0;4.0;44.04642857142857;6.69717;294.9864200357143;userspace;1500000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10091950.0;8592.0;0.0;38.328500000000005;1.051995;40.32139035750001;userspace;1200000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13464337.0;10576.0;4.0;40.06347619047619;82.95388;3323.4207962876185;userspace;1200000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1673718.0;3968.0;4.0;41.48455555555556;8.301517;344.38474318188895;userspace;1200000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL1;0.67;10091654.0;9232.0;0.0;35.421;1.124135;39.817985835;userspace;800000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL2;3318776.25;13463881.0;11376.0;4.0;38.07064761904762;104.036162;3960.724063140153;userspace;800000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q1;PL3;1124955.8;1673766.0;4288.0;4.0;38.598416666666665;11.049449;426.4912364390833;userspace;800000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13755939.0;11520.0;0.0;46.08332876712329;72.20423;3327.411269466986;userspace;3400000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1635437.0;4608.0;0.0;48.1457;9.38764;451.97449914799995;userspace;3400000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13755779.0;11680.0;0.0;42.89211538461539;76.689394;3289.370336224231;userspace;3000000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1635373.0;4672.0;0.0;44.379;10.601349;470.477267271;userspace;3000000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13755619.0;11840.0;0.0;41.31712345679012;79.888315;3300.7553736099385;userspace;2700000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1635309.0;4736.0;0.0;41.88641666666666;11.703529;490.2188921644166;userspace;2700000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13755459.0;12000.0;0.0;39.54762365591398;92.092793;3642.0511189859894;userspace;2300000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1635245.0;4800.0;0.0;39.556785714285716;13.726365;542.9708789410714;userspace;2300000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13755299.0;12160.0;0.0;37.55891964285714;110.527015;4151.275274749866;userspace;1900000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1635181.0;4864.0;0.0;37.76188235294118;16.568853;625.6710777091765;userspace;1900000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13755139.0;12320.0;0.0;36.10535294117647;134.496491;4856.043276904765;userspace;1500000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1635117.0;4928.0;0.0;36.169333333333334;20.879772;755.207433392;userspace;1500000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13754979.0;12480.0;0.0;35.63024342105263;151.790645;5408.337630388586;userspace;1200000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1635053.0;4992.0;0.0;35.66925;23.125519;824.86991859075;userspace;1200000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;4868504.2;13754819.0;12640.0;0.0;35.54346405228758;152.908791;5434.9081161872555;userspace;800000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;1124955.8;1634989.0;5056.0;0.0;35.5436;24.070693;855.5590837148;userspace;800000;tpch_sf30;0;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10406572.0;10384.0;0.0;38.68933333333333;0.412201;15.947781889333331;userspace;3400000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5203286;5192;2.0;43.7245;8.3e-05;0.0036291335;userspace;3400000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13778383.0;12916.0;2.0;54.64525;38.833128;2122.045987842;userspace;3400000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639934.0;5120.0;2.0;61.8004;4.759552;294.1422174208;userspace;3400000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10406156.0;10768.0;0.0;43.397;0.464873;20.174093580999997;userspace;3000000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5203078;5384;2.0;50.695499999999996;4.3e-05;0.0021799065;userspace;3000000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13777871.0;13396.0;2.0;50.723837209302324;42.059786;2133.433738122093;userspace;3000000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639734.0;5312.0;2.0;56.6666;4.913203;278.4145091198;userspace;3000000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10406056.0;11152.0;0.0;36.837666666666664;0.522337;19.241676293666668;userspace;2700000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5203028;5576;2.0;40.7455;4.8e-05;0.001955784;userspace;2700000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13777675.0;13876.0;2.0;49.08624390243902;40.376476;1981.9295488569753;userspace;2700000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639578.0;5504.0;2.0;52.1785;5.109444;266.60312375399997;userspace;2700000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10405554.0;11536.0;0.0;34.282000000000004;0.613569;21.034372458000004;userspace;2300000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5202777;5768;2.0;34.282000000000004;5.9e-05;0.002022638;userspace;2300000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13777077.0;14356.0;2.0;45.3302;43.743218;1982.8888205836;userspace;2300000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639410.0;5696.0;2.0;48.457166666666666;5.547023;268.79301801483336;userspace;2300000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10405134.0;11920.0;0.0;31.327;0.724721;22.703334767;userspace;1900000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5202567;5960;2.0;32.765;6.6e-05;0.0021624900000000004;userspace;1900000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13776561.0;14836.0;2.0;43.22087234042553;46.107083;1992.7883483324042;userspace;1900000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639218.0;5888.0;2.0;44.70242857142857;6.310185;282.080594235;userspace;1900000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10404862.0;12304.0;0.0;31.259999999999998;0.914891;28.59949266;userspace;1500000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5202431;6152;2.0;32.1855;8.5e-05;0.0027357675;userspace;1500000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13776193.0;15316.0;2.0;40.97730188679245;51.733128;2119.8840036040756;userspace;1500000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1638986.0;6080.0;2.0;41.973625;7.696867;323.065409132875;userspace;1500000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10404280.0;12688.0;0.0;35.72666666666667;1.081892;38.652394853333334;userspace;1200000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5202140;6344;2.0;36.7855;0.000103;0.0037889064999999996;userspace;1200000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13775515.0;15796.0;2.0;39.230140625;63.446966;2489.0333984095937;userspace;1200000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1638814.0;6272.0;2.0;39.7997;9.493282;377.8297756154;userspace;1200000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;1.68;10404080.0;13072.0;0.0;33.999;1.348923;45.86203307700001;userspace;800000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5202040;6536;2.0;36.397999999999996;0.000136;0.004950128;userspace;800000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;3155545.6;13775219.0;16276.0;2.0;38.11218987341772;78.189777;2979.98362718419;userspace;800000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1638582.0;6464.0;2.0;38.10575;11.682737;445.17945543775;userspace;800000;tpch_sf30;2;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;3.36;10414296.0;13600.0;0.0;28.4555;0.486314;13.838308027000002;userspace;3400000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5207148;6800;4.0;28.4555;3.8e-05;0.0010813090000000001;userspace;3400000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;2891451.84;13785339.0;16872.0;4.0;55.88669230769231;38.043871;2126.146112770539;userspace;3400000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1640622.0;6656.0;4.0;67.42179999999999;4.160042;280.47751971559995;userspace;3400000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;3.36;10413388.0;14240.0;0.0;28.531;0.538267;15.357295777000001;userspace;3000000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5206694;7120;4.0;28.531;4.4e-05;0.001255364;userspace;3000000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;2891451.84;13784271.0;17672.0;4.0;51.861;38.806149;2012.5256932889997;userspace;3000000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1640298.0;6976.0;4.0;61.3574;4.229003;259.4806286722;userspace;3000000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;3.36;10412964.0;14880.0;0.0;38.449;0.592789;22.792144261;userspace;2700000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5206482;7440;4.0;38.449;5.1e-05;0.001960899;userspace;2700000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;2891451.84;13783687.0;18472.0;4.0;50.01155;38.782258;1939.5608350799;userspace;2700000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639982.0;7296.0;4.0;54.8108;4.352714;238.57573651119998;userspace;2700000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;3.36;10412336.0;15520.0;0.0;41.57566666666667;0.684251;28.448191492333336;userspace;2300000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5206168;7760;4.0;48.1545;5.6e-05;0.002696652;userspace;2300000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;2891451.84;13782899.0;19272.0;4.0;47.4496511627907;42.102479;1997.7479416387212;userspace;2300000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639654.0;7616.0;4.0;52.3096;4.561269;238.59815688240002;userspace;2300000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;3.36;10411562.0;16160.0;0.0;36.10666666666667;0.818713;29.56099738666667;userspace;1900000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5205781;8080;4.0;39.8715;7e-05;0.0027910049999999996;userspace;1900000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;2891451.84;13781965.0;20072.0;4.0;44.29027272727273;43.798251;1939.8364817675456;userspace;1900000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1639322.0;7936.0;4.0;47.94383333333333;5.019195;240.63944854749997;userspace;1900000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;3.36;10407676.0;16800.0;0.0;38.576;1.025636;39.564934336;userspace;1500000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5203838;8400;4.0;38.576;8.8e-05;0.003394688;userspace;1500000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL3;2891451.84;13777919.0;20872.0;4.0;42.7665;44.721933;1912.6005476445;userspace;1500000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL4;1124955.8;1637458.0;8256.0;4.0;44.42466666666667;5.972419;265.32272326866666;userspace;1500000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL1;3.36;10409164.0;17440.0;0.0;34.464666666666666;1.200066;41.359874668;userspace;1200000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
Q2;PL2;0.21;5204582;8720;4.0;37.164;0.000107;0.003976548;userspace;1200000;tpch_sf30;4;HT: Disabled;C-states: Enabled;TurboBoost: Disabled;PC: i7
